app_id,title,date_release,win,mac,linux,rating,positive_ratio,user_reviews,price_final,price_original,discount,steam_deck
355920,Pixel Puzzles 2: Space,2016-02-19,true,false,false,Very Positive,93,58,4.99,4.99,0.0,true
433550,DARQ: Complete Edition,2019-08-15,true,false,false,Very Positive,93,3122,19.99,19.99,0.0,true
910320,Three Kingdoms 2019 阿达三国志2019 横版,2018-09-18,true,false,false,Mostly Positive,76,326,0.0,0.0,0.0,true
284750,Enigmatis: The Ghosts of Maple Creek,2014-10-16,true,true,true,Very Positive,84,1002,9.99,9.99,0.0,true
298930,Darkness Within 1: In Pursuit of Loath Nolder,2014-11-13,true,false,false,Mostly Positive,74,450,7.99,7.99,0.0,true
302350,Tex Murphy: Under a Killing Moon,2014-06-12,true,true,true,Very Positive,96,93,9.99,9.99,0.0,true
308270,Buzz Aldrin's Space Program Manager,2014-10-31,true,true,false,Mostly Positive,75,381,29.99,29.99,0.0,true
317030,Fatty Bear's Birthday Surprise,2014-10-23,true,true,true,Very Positive,91,85,6.99,6.99,0.0,true
402260,Dead Secret,2016-03-28,true,true,false,Very Positive,80,442,14.99,14.99,0.0,true
429300,Sepia Tears,2016-01-08,true,true,true,Very Positive,88,886,0.0,0.0,0.0,true
435300,We Know the Devil,2016-02-15,true,true,false,Very Positive,93,689,6.66,6.66,0.0,true
450500,Ace of Seafood,2016-04-08,true,false,false,Very Positive,90,434,11.99,11.99,0.0,true
563190,de Blob 2,2017-06-22,true,false,false,Very Positive,93,104,19.99,19.99,0.0,true
574310,The Mooseman,2017-02-17,true,true,true,Very Positive,90,829,6.99,6.99,0.0,true
520720,Dear Esther: Landmark Edition,2017-02-14,true,true,false,Mostly Positive,78,1591,9.99,9.99,0.0,true
527420,Demon Hunter 3: Revelation,2016-12-01,true,true,true,Very Positive,88,148,9.99,9.99,0.0,true
529590,Please Don't Touch Anything 3D,2016-12-07,true,true,false,Very Positive,85,828,9.99,9.99,0.0,true
545600,Vigilantes,2018-10-03,true,true,true,Very Positive,80,252,14.99,14.99,0.0,true
555580,The Legend of Dark Witch 2 （魔神少女エピソード２）,2017-01-20,true,false,false,Very Positive,90,51,9.99,9.99,0.0,true
657280,Rytmik Studio,2017-11-15,true,true,false,Very Positive,87,237,29.99,29.99,0.0,true
765410,Bean Battles,2018-08-22,true,false,false,Very Positive,94,5671,0.49,0.99,50.0,true
765770,Forest Legends: The Call of Love Collector's Edition,2017-12-20,true,false,false,Positive,85,34,9.99,9.99,0.0,true
412790,Adventure Time: Magic Man's Head Games,2016-04-05,true,false,false,Mostly Positive,74,199,4.99,4.99,0.0,true
367120,Seduce Me the Otome,2015-06-04,true,true,true,Very Positive,86,2149,0.0,0.0,0.0,true
395620,Ittle Dew 2+,2016-11-15,true,true,true,Very Positive,89,273,14.99,14.99,0.0,true
457570,Camp Sunshine,2016-10-27,true,true,false,Very Positive,91,220,6.99,6.99,0.0,true
467760,Trapper's Delight,2018-03-06,true,true,false,Very Positive,92,223,7.99,7.99,0.0,true
581270,Old Man's Journey,2017-05-17,true,true,false,Very Positive,88,2026,3.99,7.99,50.0,true
583270,Cosmic Express,2017-03-16,true,true,true,Very Positive,94,321,9.99,9.99,0.0,true
589530,Hakuoki: Kyoto Winds,2017-08-24,true,false,false,Very Positive,92,1267,9.99,9.99,0.0,true
620220,Catmaze,2018-05-24,true,true,true,Very Positive,85,426,9.99,9.99,0.0,true
622680,Mayhem in Single Valley,2021-05-20,true,false,false,Very Positive,86,123,14.99,14.99,0.0,true
684450,Surviving the Aftermath,2021-11-16,true,false,false,Mostly Positive,72,2395,29.99,29.99,0.0,true
696370,BROKE PROTOCOL: Online City RPG,2017-08-26,true,false,false,Very Positive,81,1507,4.99,4.99,0.0,true
460120,Megadimension Neptunia VII,2016-07-05,true,false,false,Overwhelmingly Positive,95,2626,19.99,19.99,0.0,true
460430,The Letter - Horror Visual Novel,2017-07-24,true,true,true,Very Positive,88,1086,19.99,19.99,0.0,true
498310,RPG in a Box,2022-05-10,true,true,false,Very Positive,92,153,29.99,29.99,0.0,true
568040,Macbat 64,2017-03-17,true,false,false,Very Positive,91,282,1.99,1.99,0.0,true
588730,Majotori,2017-03-28,true,true,true,Overwhelmingly Positive,97,1352,5.99,5.99,0.0,true
623280,Dungeons & Dragons: Dark Alliance,2021-06-21,true,false,false,Mixed,50,3654,29.99,29.99,0.0,true
673130,AMID EVIL,2019-06-20,true,false,false,Overwhelmingly Positive,95,4854,19.99,19.99,0.0,true
699180,Human-powered spacecraft,2018-05-03,true,false,false,Very Positive,92,550,0.99,0.99,0.0,true
732400,PlataGO! Super Platform Game Maker,2019-06-13,true,false,false,Mostly Positive,75,92,19.99,19.99,0.0,true
755790,Ring of Elysium,2019-06-24,true,false,false,Mostly Positive,74,100444,0.0,0.0,0.0,true
758580,Grim Tales: The Wishes Collector's Edition,2017-12-04,true,false,false,Mostly Positive,77,18,9.99,9.99,0.0,true
758980,Poker Legends: Texas Hold'em Poker Tournaments,2018-04-04,true,true,false,Mostly Positive,76,591,0.0,0.0,0.0,true
566530,Mass Exodus Redux,2017-05-04,true,false,false,Mostly Positive,76,255,14.99,14.99,0.0,true
567340,The Deal,2017-02-17,true,false,false,Very Positive,88,54,0.59,5.99,90.0,true
570770,古剑奇谭二(GuJian2),2017-09-07,true,false,false,Mostly Positive,76,2276,15.99,15.99,0.0,true
573320,Underhero,2018-09-19,true,true,true,Very Positive,91,588,14.99,14.99,0.0,true
580640,End State,2022-12-01,true,false,false,Mostly Positive,72,80,19.99,19.99,0.0,true
599610,Lost Words: Beyond the Page,2021-04-06,true,false,false,Very Positive,95,382,14.99,14.99,0.0,true
603330,Blasted Road Terror,2018-04-18,true,false,false,Very Positive,84,71,8.99,8.99,0.0,true
605990,Heart's Medicine - Hospital Heat,2017-05-23,true,true,false,Very Positive,96,295,12.99,12.99,0.0,true
665270,弹幕音乐绘 ～风雷幻奏曲～ / Barrage Musical  ~A Fantasy of Tempest~,2017-10-07,true,false,false,Very Positive,96,303,9.99,9.99,0.0,true
672630,Academia : School Simulator,2021-01-28,true,true,false,Very Positive,85,2170,19.99,19.99,0.0,true
716710,東方憑依華　～ Antinomy of Common Flowers.,2018-01-05,true,false,false,Very Positive,90,1662,24.99,24.99,0.0,true
815450,Cardinal Cross,2018-07-09,true,true,true,Very Positive,94,172,11.99,11.99,0.0,true
448240,Hybrid Animals,2016-08-29,true,false,false,Mixed,55,347,6.99,6.99,0.0,true
453990,Mibibli's Quest,2016-08-04,true,true,false,Very Positive,96,62,2.99,5.99,50.0,true
465720,Demon Hunter 2: New Chapter,2016-07-21,true,true,true,Mostly Positive,71,128,9.99,9.99,0.0,true
470210,Rocketbirds 2 Evolution,2017-01-26,true,false,false,Mostly Positive,77,303,9.99,9.99,0.0,true
493080,Card Quest,2017-11-07,true,true,false,Very Positive,88,256,9.99,9.99,0.0,true
497780,Recursed,2016-09-30,true,true,true,Very Positive,97,391,7.99,7.99,0.0,true
525480,.hack//G.U. Last Recode,2017-11-03,true,false,false,Very Positive,87,2589,49.99,49.99,0.0,true
544390,NITE Team 4 - Military Hacking Division,2019-02-26,true,true,false,Very Positive,91,870,19.99,19.99,0.0,true
6880,Just Cause,2007-03-15,true,false,false,Mixed,67,3661,6.99,6.99,0.0,true
566540,Labyrinth of Refrain: Coven of Dusk,2018-09-18,true,false,false,Mostly Positive,77,825,49.99,49.99,0.0,true
582500,We Were Here,2017-02-03,true,true,false,Very Positive,91,21568,0.0,0.0,0.0,true
756440,Your Bunny Wrote,2017-12-03,true,false,false,Positive,92,41,0.27,1.99,86.0,true
758480,Ukrainian ball in search of gas,2017-12-08,true,false,false,Very Positive,95,451,0.99,0.99,0.0,true
826540,Audio Trip,2022-12-19,true,false,false,Very Positive,89,224,19.99,19.99,0.0,true
575940,The Tenth Line,2017-03-17,true,true,false,Very Positive,86,102,7.99,7.99,0.0,true
589860,SoulSet,2017-02-07,true,true,true,Very Positive,91,112,8.49,16.99,50.0,true
604240,Shotgun Farmers: Grow Your Guns,2019-03-08,true,true,true,Very Positive,93,8643,4.99,9.99,50.0,true
605920,VOLTED,2018-07-10,true,false,false,Very Positive,85,130,4.99,4.99,0.0,true
617160,Home Sweet Home,2017-09-26,true,false,false,Very Positive,88,2777,15.99,15.99,0.0,true
645500,Cat Sorter VR,2017-08-29,true,false,false,Positive,82,28,9.99,9.99,0.0,true
684050,Achievement Idler: Black,2018-04-13,true,false,false,Very Positive,83,305,0.99,0.99,0.0,true
704300,Bartender VR Simulator,2018-02-09,true,false,false,Mixed,60,133,19.99,19.99,0.0,true
749840,The Boogie Man,2018-02-12,true,false,false,Very Positive,82,160,2.99,2.99,0.0,true
786990,SpellKeeper,2018-04-03,true,true,false,Positive,90,33,0.51,3.99,87.0,true
803600,Disgaea 5 Complete,2018-10-22,true,false,false,Very Positive,88,2542,39.99,39.99,0.0,true
824720,Pure Rock Crawling,2018-04-11,true,false,false,Very Positive,84,930,14.99,14.99,0.0,true
834760,Robot Wants It All,2019-04-04,true,false,true,Very Positive,89,103,19.99,19.99,0.0,true
850450,Escape First,2018-05-10,true,false,false,Mixed,64,339,5.99,5.99,0.0,true
55100,Homefront,2011-03-14,true,false,false,Mixed,63,3055,19.99,19.99,0.0,true
221910,The Stanley Parable,2013-10-17,true,true,true,Very Positive,92,37766,14.99,14.99,0.0,true
260690,Dark Fall: The Journal,2013-12-03,true,false,false,Mostly Positive,77,184,4.99,4.99,0.0,true
292800,Pajama Sam 3: You Are What You Eat From Your Head To Your Feet,2014-05-15,true,true,true,Very Positive,96,266,6.99,6.99,0.0,true
296470,Mount Your Friends,2014-07-29,true,false,false,Overwhelmingly Positive,95,5100,1.74,4.99,65.0,true
343370,SLAMMED!,2015-01-30,true,true,true,Very Positive,95,101,6.99,6.99,0.0,true
350640,Sherlock Holmes: The Devil's Daughter,2016-06-10,true,false,false,Very Positive,80,10208,29.99,29.99,0.0,true
358190,Blake Stone: Aliens of Gold,2015-05-05,true,true,false,Very Positive,98,60,4.99,4.99,0.0,true
360650,12 Labours of Hercules III: Girl Power,2015-08-07,true,true,true,Very Positive,86,744,1.49,2.99,50.0,true
215100,Ragnarok Online,2013-10-31,true,false,false,Mostly Positive,74,1968,0.0,0.0,0.0,true
6040,The Dig®,2009-07-08,true,true,false,Very Positive,92,902,2.09,5.99,65.0,true
3920,Sid Meier's Pirates!,2005-07-11,true,false,false,Very Positive,94,4607,2.49,9.99,75.0,true
15920,Luxor 2,2008-06-10,true,false,false,Mixed,48,27,9.99,9.99,0.0,true
25010,Lugaru HD,2010-10-08,true,true,true,Very Positive,84,267,9.99,9.99,0.0,true
31220,Sam & Max: The Devil’s Playhouse,2010-04-15,true,true,false,Very Positive,92,272,9.99,9.99,0.0,true
206690,iBomber Defense Pacific,2012-03-01,true,true,true,Very Positive,85,140,4.99,4.99,0.0,true
65270,Demolition Company Gold Edition,2011-08-04,true,false,false,Very Positive,87,280,9.99,9.99,0.0,true
224960,Tomb Raider I,2012-11-28,true,false,false,Very Positive,85,3537,6.99,6.99,0.0,true
65600,Gothic 3: Forsaken Gods Enhanced Edition,2011-03-22,true,false,false,Mixed,48,751,9.99,9.99,0.0,true
33180,Zombie Shooter 2,2009-11-18,true,false,false,Mostly Positive,79,346,9.99,9.99,0.0,true
246300,Paranormal,2013-09-12,true,true,false,Mixed,59,367,9.99,9.99,0.0,true
914890,Nine Noir Lives,2022-09-07,true,true,true,Positive,87,39,19.99,19.99,0.0,true
971690,Cake Bash,2020-10-14,true,false,false,Very Positive,90,185,19.99,19.99,0.0,true
984470,Big Dipper,2019-01-07,true,true,true,Very Positive,92,123,4.99,4.99,0.0,true
998790,Piczle Lines DX+α,2019-03-21,true,false,false,Positive,80,31,9.99,9.99,0.0,true
1016770,Interrogation: You will be deceived,2019-12-05,true,true,true,Very Positive,81,226,12.99,12.99,0.0,true
1046230,Soccer Player Simulator,2019-03-27,true,false,false,Very Positive,81,198,0.99,0.99,0.0,true
1054340,Logic World,2021-10-22,true,true,true,Very Positive,94,228,15.0,15.0,0.0,true
1072480,The Fisherman - Fishing Planet,2019-10-17,true,false,false,Mixed,62,666,29.99,29.99,0.0,true
1087760,The Gunk,2022-04-29,true,false,false,Very Positive,84,400,24.99,24.99,0.0,true
1096410,Vampire: The Masquerade - Coteries of New York,2019-12-11,true,true,true,Mostly Positive,73,1648,19.99,19.99,0.0,true
1101930,Monsters of Little Haven,2019-07-09,true,false,false,Very Positive,88,190,11.99,11.99,0.0,true
793450,Desecration of Wings,2018-03-16,true,false,false,Very Positive,94,57,14.99,14.99,0.0,true
843430,Righty Tighty XL,2018-05-14,true,true,true,Very Positive,94,111,0.99,0.99,0.0,true
846800,Diner Bros,2018-07-06,true,false,false,Very Positive,89,633,5.99,9.99,40.0,true
961490,Travis Strikes Again: No More Heroes Complete Edition,2019-10-17,true,false,false,Very Positive,84,359,39.99,39.99,0.0,true
848500,Sniper Strike: Special Ops,2018-07-27,true,false,false,Mixed,58,286,0.0,0.0,0.0,true
853480,Pestis,2018-05-10,true,false,false,Very Positive,83,80,24.99,24.99,0.0,true
891170,The Witch & The 66 Mushrooms,2020-11-07,true,false,false,Very Positive,88,149,3.49,6.99,50.0,true
917150,Godhood,2020-08-11,true,false,false,Mostly Positive,72,858,26.99,26.99,0.0,true
931000,URUZ 'Return of The Er Kishi',2020-10-02,true,false,false,Very Positive,80,424,2.99,9.99,70.0,true
976920,Dance of Death: Du Lac & Fey,2019-04-05,true,false,false,Very Positive,82,111,18.99,18.99,0.0,true
992050,Oik 5,2019-01-24,true,false,false,Very Positive,88,105,0.99,0.99,0.0,true
919640,Steel Division 2,2019-06-20,true,false,false,Mostly Positive,79,6343,40.0,0.0,0.0,true
774791,Surgeon Simulator 2,2021-09-02,true,false,false,Mixed,69,809,19.99,19.99,0.0,true
783120,HELLO LADY!,2018-06-29,true,false,false,Overwhelmingly Positive,95,599,29.99,29.99,0.0,true
820540,Bloodroots,2021-03-12,true,false,false,Very Positive,88,160,19.99,19.99,0.0,true
933940,假如我是人工智能 Big Brother Is Shaping You,2019-04-12,true,true,false,Very Positive,85,702,3.99,3.99,0.0,true
946780,MOMO.EXE 2,2018-10-05,true,true,true,Very Positive,83,97,0.74,2.99,75.0,true
958320,A Front Too Far: Normandy,2018-12-20,true,true,true,Mixed,62,169,5.99,5.99,0.0,true
959410,The Endless Empty,2018-11-03,true,false,false,Very Positive,94,135,0.99,3.99,75.0,true
962630,Transient: Extended Edition,2020-10-28,true,false,false,Mixed,69,183,19.99,19.99,0.0,true
971070,Dark Parables: The Match Girl's Lost Paradise Collector's Edition,2018-11-02,true,false,false,Positive,85,14,9.99,9.99,0.0,true
976900,Lumberhill,2021-06-13,true,false,false,Very Positive,80,120,14.99,14.99,0.0,true
1015480,DrumBeats VR,2019-02-01,true,false,false,Mixed,63,119,9.99,9.99,0.0,true
1032430,Blood Trail,2019-03-27,true,false,false,Very Positive,80,3076,24.99,24.99,0.0,true
1038280,Nobodies: Murder Cleaner,2019-09-30,true,true,true,Very Positive,91,227,6.99,6.99,0.0,true
939790,Royal Alchemist,2020-04-30,true,true,true,Very Positive,93,206,19.99,19.99,0.0,true
856210,bit Dungeon III,2019-05-03,true,false,false,Mostly Positive,78,122,9.99,9.99,0.0,true
885440,Easy Audio Visualization,2018-07-21,true,false,false,Very Positive,81,79,2.99,2.99,0.0,true
895600,Mojo,2018-08-03,true,false,false,Very Positive,85,91,2.99,2.99,0.0,true
938220,TAPSONIC BOLD,2019-03-29,true,false,false,Mostly Positive,74,1103,19.99,19.99,0.0,true
964230,FUTURE GPX CYBER FORMULA SIN VIER,2018-12-11,true,false,false,Mostly Positive,76,86,29.99,29.99,0.0,true
994910,Poker Master,2020-09-23,true,false,false,Very Positive,93,1628,0.0,0.0,0.0,true
1054990,Race With Ryan,2019-11-01,true,false,false,Mostly Positive,73,15,24.99,24.99,0.0,true
1124080,Active DBG: Brave's Rage,2023-02-01,true,true,false,Very Positive,90,167,17.99,17.99,0.0,true
1151930,Buissons,2021-02-02,true,false,false,Very Positive,98,85,3.95,8.99,56.0,true
829280,Kaze and the Wild Masks,2021-03-26,true,false,false,Overwhelmingly Positive,96,796,19.99,19.99,0.0,true
847290,Community College Hero: Knowledge is Power,2018-05-17,true,true,true,Positive,86,29,5.99,5.99,0.0,true
848930,Rising Dusk,2018-07-26,true,true,false,Positive,88,42,6.99,6.99,0.0,true
853380,Air Threat,2018-05-08,true,false,false,Very Positive,82,108,1.99,1.99,0.0,true
905450,NASCAR Heat 3,2018-09-07,true,false,false,Mostly Positive,75,435,12.99,12.99,0.0,true
916060,Loca-Love My Cute Roommate,2018-10-25,true,false,false,Very Positive,93,91,19.99,19.99,0.0,true
949290,Winkeltje: The Little Shop,2022-04-22,true,false,false,Very Positive,91,1195,14.99,14.99,0.0,true
1012560,Snakeybus,2019-05-10,true,true,false,Very Positive,93,1835,9.99,9.99,0.0,true
1013910,Aron's Adventure,2021-04-07,true,false,false,Mostly Positive,75,157,29.99,29.99,0.0,true
1045010,Russia Roguelike,2020-06-17,true,false,false,Very Positive,88,77,0.99,0.99,0.0,true
1053250,TOK HARDCORE,2019-04-11,true,false,false,Very Positive,93,98,0.99,0.99,0.0,true
1066430,Kwaidan ～Azuma manor story～,2020-01-31,true,false,false,Mostly Positive,78,37,24.99,24.99,0.0,true
1071130,The Procession to Calvary,2020-04-09,true,true,true,Overwhelmingly Positive,98,645,9.99,9.99,0.0,true
1092630,Rogue Glitch,2021-03-10,true,true,false,Very Positive,94,1125,0.0,0.0,0.0,true
1099170,Battle Planet - Judgement Day,2019-10-17,true,false,false,Very Positive,89,58,9.99,9.99,0.0,true
1112790,Automation Empire,2019-11-20,true,false,false,Mixed,66,2340,29.99,29.99,0.0,true
1189680,Degraman: Act I. Vincent,2021-12-10,true,true,true,Very Positive,89,134,0.0,0.0,0.0,true
1233260,FAIRY TAIL,2020-07-29,true,false,false,Mostly Positive,72,1178,59.99,59.99,0.0,true
1250250,NAMCO MUSEUM ARCHIVES Vol 1,2020-06-17,true,false,false,Mixed,69,86,19.99,19.99,0.0,true
1273690,Ashwalkers,2021-04-15,true,false,false,Mostly Positive,71,91,11.99,11.99,0.0,true
1285020,Flipon,2020-10-08,true,true,true,Very Positive,95,74,1.99,3.99,50.0,true
1287530,Lords and Villeins,2022-11-10,true,false,false,Mostly Positive,79,434,24.99,24.99,0.0,true
1310990,Bishojo Mangekyo Kotowari to Meikyu no Shojo,2021-06-20,true,false,false,Overwhelmingly Positive,96,2236,29.99,29.99,0.0,true
1325800,Viticulture Essential Edition,2020-07-10,true,true,true,Mixed,66,153,14.99,14.99,0.0,true
1326000,Sakura Succubus 2,2020-07-20,true,true,true,Very Positive,91,225,9.99,9.99,0.0,true
1415140,Kandidatos Kart,2020-10-20,true,false,false,Very Positive,89,434,0.29,0.99,70.0,true
1482860,Idle Research,2022-07-31,true,true,true,Very Positive,86,978,0.0,0.0,0.0,true
1490340,We Are OFK,2022-08-18,true,true,false,Very Positive,96,139,19.99,19.99,0.0,true
1492070,Sker Ritual,2022-10-06,true,false,false,Mostly Positive,79,424,11.24,14.99,25.0,true
1501150,Pebble Witch,2021-01-25,true,true,false,Positive,90,10,2.99,2.99,0.0,true
1523720,Cook-Out,2021-04-20,true,false,false,Very Positive,90,133,19.99,19.99,0.0,true
1562700,SANABI,2022-06-20,true,false,false,Overwhelmingly Positive,96,2043,14.99,14.99,0.0,true
1640760,WORDLAND 2,2021-06-03,true,false,false,Positive,100,18,1.99,1.99,0.0,true
1677180,Neko Hacker Plus,2021-09-20,true,false,false,Mostly Positive,75,41,2.99,2.99,0.0,true
1700220,东方远空界 ~ Ultimate Vitality of Imagination,2022-02-07,true,false,false,Very Positive,89,57,9.99,9.99,0.0,true
1885690,Virtual Circuit Board,2022-05-20,true,false,true,Very Positive,93,134,14.99,14.99,0.0,true
1962430,Monochrome Mobius: Rights and Wrongs Forgotten,2022-11-16,true,false,false,Mostly Positive,78,483,59.99,59.99,0.0,true
1911560,Class Escape,2022-03-25,true,false,false,Positive,97,38,6.99,6.99,0.0,true
1115580,Grand Brix Shooter,2019-08-29,true,false,false,Very Positive,96,52,9.99,9.99,0.0,true
1149710,Tesla Force,2020-11-19,true,false,false,Mostly Positive,78,124,16.99,16.99,0.0,true
1185600,The Kingdom of God,2023-01-16,true,true,false,Mixed,69,196,9.99,9.99,0.0,true
1202310,Sakura Succubus,2020-03-31,true,true,true,Very Positive,83,467,9.99,9.99,0.0,true
1286280,Pronty,2021-11-18,true,false,false,Very Positive,95,475,17.99,17.99,0.0,true
1305310,Drox Operative 2,2021-10-20,true,false,true,Very Positive,89,202,19.99,19.99,0.0,true
1333410,Stream Racer,2020-06-19,true,false,false,Very Positive,84,244,0.0,0.0,0.0,true
1343920,Mighty Fling,2020-07-20,true,false,false,Very Positive,82,52,9.99,9.99,0.0,true
1370050,Trek to Yomi,2022-05-05,true,false,false,Mostly Positive,71,1208,19.99,19.99,0.0,true
1061610,Tenderfoot Tactics,2020-10-21,true,true,true,Very Positive,83,165,24.99,24.99,0.0,true
1064460,Murder House,2020-10-22,true,false,false,Overwhelmingly Positive,96,1409,11.99,11.99,0.0,true
1066290,猎魔者战纪,2019-05-13,true,false,false,Very Positive,84,95,2.99,2.99,0.0,true
1076160,Command: Modern Operations,2019-11-14,true,false,false,Very Positive,84,897,79.99,79.99,0.0,true
